TIPO_DOCUMENTO;NUMERO_DOCUMENTO;DATA_EMISSAO_NF;FORNECEDOR;CNPJ_FORNECEDOR;VALOR_BRUTO;DATA_PAGAMENTO;APROVADO_POR;STATUS;arquivo_origem;data_processamento;tem_anomalia;DATA_EMISSAO;DESCRICAO_SERVICO;BANCO_DESTINO;(DATA_PAGAMENTO == DATA_EMISSAO) ? DATA_EMISSAO : DATA_PAGAMENTO;HASH_VERIFICACAO;DATE;DATE_PAYMENT;APPROVED_BY;Fornecedor;Data_Emissao_NF;Data_Pagamento;.STATUS;DATE_PAGAMENTO; VALOR_BRUTO;NUMBER_DOCUMENTO;NUMERO.Documento;DATASET;FORNECEDOR_DATA;VALOR_BRUTO_DATA;ESTADO; STATUS;TIPO DOCUMENTO;NUMERO DOCUMENTO;DATA EMISSAO NF;CNPJ FORNECEDOR;VALOR BRUTO;DATA PAGAMENTO;APROVADO POR;DATA_EMISSAO_NF_original;DATA_PAGAMENTO_original;Tipo_documento;Número_documento;Data_emissao_nf;CNPJ_fornecedor;Valor_bruto;Data_pagamento;Aprovado_por;Status;DATA ПAGAMENTO
NOTA_FISCAL;NF-98208;09/01/2025;DataCenter Cloud SA;23456789000112;8500.0;29/01/2025;Ana Beatriz;CANCELADO;DOC_0247.txt;2026-04-22 01:02:48;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-88372;31/08/2023;DataCenter Cloud SA;23456789000112;6000.0;14/09/2023;Roberto Lima;ESTORNADO;DOC_0248.txt;2026-04-22 01:02:56;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-24335;26/06/2024;Limpeza & Facilities;56789012000178;15000.0;18/07/2024;Maria Silva;PAGO;DOC_0249.txt;2026-04-22 01:02:58;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-23886;16/06/2023;DataCenter Cloud SA;23456789000112;3500.0;11/07/2023;Roberto Lima;CANCELADO;DOC_0250.txt;2026-04-22 01:03:06;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-99070;16/08/2023;TechSoft Ltda;12345678000190;8500.0;02/09/2023;Ana Beatriz;ESTORNADO;DOC_0251.txt;2026-04-22 01:03:08;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-28569;17/12/2023;Limpeza & Facilities;56789012000178;4200.0;21/12/2023;Roberto Lima;PAGO;DOC_0252.txt;2026-04-22 01:03:10;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-69303;10/04/2024;Consultoria RH Parceiros;34567890000134;19500.0;07/05/2024;Roberto Lima;ESTORNADO;DOC_0253.txt;2026-04-22 01:03:18;True;10/04/2024;Avaliação de Desempenho;Itaú Ag.5678 C/C 12345-6;;NLC0253434400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-41970;10/02/2023;TechSoft Ltda;12345678000190;4200.0;13/03/2023;Ana Beatriz;PAGO;DOC_0254.txt;2026-04-22 01:03:20;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-93948;02/12/2023;DataCenter Cloud SA;23456789000112;19500.0;23/12/2023;Roberto Lima;PAGO;DOC_0255.txt;2026-04-22 01:03:28;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-10583;2023-01-26;Marketing Digital Pro;45678901000156;850000.0;2023-02-23;Fernanda Costa;CANCELADO;DOC_0256.txt;2026-04-22 01:03:30;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-57945;2023/10/08;DataCenter Cloud SA;23456789000112;420000.0;2023/11/07;Maria Silva;PAGO;DOC_0257.txt;2026-04-22 01:03:33;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-90125;22/04/2023;DataCenter Cloud SA;23456789000112;19500.0;06/05/2023;Ana Beatriz;CANCELADO;DOC_0258.txt;2026-04-22 01:03:40;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-98094;20/12/2023;Limpeza & Facilities;56789012000178;6000.0;04/01/2024;Fernanda Costa;PAGO;DOC_0259.txt;2026-04-22 01:03:43;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-64819;02/09/2023;Consultoria RH Parceiros;34567890000134;6000.0;12/09/2023;Carlos Mendes;CANCELADO;DOC_0260.txt;2026-04-22 01:03:50;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-28388;06/03/2024;DataCenter Cloud SA;23456789000112;6000.0;15/03/2024;Carlos Mendes;PAGO;DOC_0261.txt;2026-04-22 01:03:52;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-83607;24/09/2024;Consultoria RH Parceiros;34567890000134;35000.0;28/09/2024;Carlos Mendes;CANCELADO;DOC_0262.txt;2026-04-22 01:03:55;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-38905;29/11/2024;Marketing Digital Pro;45678901000156;19500.0;18/12/2024;Carlos Mendes;PAGO;DOC_0263.txt;2026-04-22 01:04:02;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-85066;17/08/2023;TechSoft Ltda;12345678000190;60000.0;06/09/2023;Fernanda Costa;PAGO;DOC_0264.txt;2026-04-22 01:04:05;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-95678;09/07/2024;Consultoria RH Parceiros;34567890000134;19500.0;05/08/2024;Carlos Mendes;PAGO;DOC_0265.txt;2026-04-22 01:04:07;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-37509;01/02/2023;DataCenter Cloud SA;23456789000112;12000.0;18/02/2023;Roberto Lima;PAGO;DOC_0266.txt;2026-04-22 01:04:15;True;;Hospedagem Cloud;Itaú Ag.5678 C/C 12345-6;;NLC0266950083;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-37124;23/12/2024;Limpeza & Facilities;56789012000178;15000.0;17/01/2025;Fernanda Costa;PAGO;DOC_0267.txt;2026-04-22 01:04:17;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-77425;25/06/2024;TechSoft Ltda;12345678000190;6000.0;08/07/2024;Ana Beatriz;PAGO;DOC_0268.txt;2026-04-22 01:04:25;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-29168;04/02/2025;TechSoft Ltda;12345678000190;3500.0;05/03/2025;Carlos Mendes;PAGO;DOC_0269.txt;2026-04-22 01:04:27;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-92288;13/02/2025;Consultoria RH Parceiros;34567890000134;15000.0;17/03/2025;Carlos Mendes;PAGO;DOC_0270.txt;2026-04-22 01:04:35;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-73968;19/03/2023;Marketing Digital Pro;45678901000156;15000.0;09/04/2023;Ana Beatriz;ESTORNADO;DOC_0271.txt;2026-04-22 01:04:37;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-38551;26/02/2025;Limpeza & Facilities;56789012000178;4200.0;31/03/2025;Ana Beatriz;CANCELADO;DOC_0272.txt;2026-04-22 01:04:39;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-55054;30/09/2023;DataCenter Cloud SA;23456789000112;12000.0;13/10/2023;Fernanda Costa;ESTORNADO;DOC_0273.txt;2026-04-22 01:04:47;True;02/10/2023;CDN e Performance;Banco do Brasil Ag.1234 C/C 56789-0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-10088;09/04/2023;TechSoft Ltda;12345678000190;3500.0;03/05/2023;Carlos Mendes;ESTORNADO;DOC_0274.txt;2026-04-22 01:04:55;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-58738;27/10/2024;DataCenter Cloud SA;23456789000112;10000.0;06/11/2024;Ana Beatriz;PAGO;DOC_0275.txt;2026-04-22 01:04:57;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-37973;08/02/2024;DataCenter Cloud SA;23456789000112;8500.0;02/03/2024;Maria Silva;PAGO;DOC_0276.txt;2026-04-22 01:05:00;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-65353;26/08/2024;TechSoft Ltda;12345678000190;19500.0;07/09/2024;Maria Silva;PAGO;DOC_0277.txt;2026-04-22 01:05:07;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-49223;11/03/2023;DataCenter Cloud SA;23456789000112;4200.0;22/03/2023;Maria Silva;PENDENTE;DOC_0278.txt;2026-04-22 01:05:09;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-67684;2024-10-17;Marketing Digital Pro;45789010000156;42000.0;2024-11-09;Fernanda Costa;PAGO;DOC_0279.txt;2026-04-22 01:05:17;True;;Email Marketing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-26142;21/02/2024;DataCenter Cloud SA;23456789000112;19500.0;17/03/2024;Maria Silva;PAGO;DOC_0280.txt;2026-04-22 01:05:19;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-13515;14/03/2024;Marketing Digital Pro;45678901000156;8500.0;26/03/2024;Maria Silva;PAGO;DOC_0281.txt;2026-04-22 01:05:22;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-74865;10/06/2024;Consultoria RH Parceiros;34567890000134;8500.0;04/07/2024;Ana Beatriz;PAGO;DOC_0282.txt;2026-04-22 01:05:29;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-27299;22/05/2024;TechSoft Ltda;12345678000190;4200.0;16/06/2024;Maria Silva;PENDENTE;DOC_0283.txt;2026-04-22 01:05:31;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-11807;05/01/2024;Limpeza & Facilities;56789012000178;600000.0;28/01/2024;Maria Silva;PAGO;DOC_0284.txt;2026-04-22 01:05:39;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-20803;28/02/2023;DataCenter Cloud SA;23456789000112;10000.0;29/03/2023;Roberto Lima;CANCELADO;DOC_0285.txt;2026-04-22 01:05:41;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-61213;10/10/2023;Limpeza & Facilities;56789012000178;4200.0;15/10/2023;Carlos Mendes;PENDENTE;DOC_0286.txt;2026-04-22 01:05:44;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-25202;11/12/2024;TechSoft Ltda;12345678000190;8500.0;30/12/2024;Carlos Mendes;CANCELADO;DOC_0287.txt;2026-04-22 01:05:51;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-31473;08/11/2023;Limpeza & Facilities;56789012000178;600000.0;05/12/2023;Maria Silva;PAGO;DOC_0288.txt;2026-04-22 01:05:54;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-45649;19/06/2023;Consultoria RH Parceiros;34567890000134;10000.0;02/07/2023;Maria Silva;CANCELADO;DOC_0289.txt;2026-04-22 01:05:56;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-17266;30/12/2024;TechSoft Ltda;12345678000190;4200.0;18/01/2025;Roberto Lima;PENDENTE;DOC_0290.txt;2026-04-22 01:06:03;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-15772;10/01/2024;Limpeza & Facilities;56789012000178;4200.0;18/01/2024;Maria Silva;PAGO;DOC_0291.txt;2026-04-22 01:06:06;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-39427;25/04/2024;DataCenter Cloud SA;23456789000112;6000.0;10/05/2024;Maria Silva;CANCELADO;DOC_0292.txt;2026-04-22 01:06:13;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-33507;05/01/2025;DataCenter Cloud SA;23456789000112;4200.0;18/01/2025;Ana Beatriz;PAGO;DOC_0293.txt;2026-04-22 01:06:16;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-11044;12/02/2024;Limpeza & Facilities;56789012000178;10000.0;18/02/2024;Ana Beatriz;ESTORNADO;DOC_0294.txt;2026-04-22 01:06:18;True;15/02/2024;Controle de Pragas;Itaú Ag.5678 C/C 12345-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-35614;2024-07-29;DataCenter Cloud SA;23456789000112;85000.0;2024-08-26;Ana Beatriz;ESTORNADO;DOC_0295.txt;2026-04-22 01:06:26;True;2024-07-31;Firewall e Segurança;Caixa Ag.0023 C/C 44321-0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-53911;01/06/2023;Limpeza & Facilities;56789012000178;3500.0;05/06/2023;Fernanda Costa;PAGO;DOC_0296.txt;2026-04-22 01:06:34;True;04/06/2023;Manutenção Elétrica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-46677;;Marketing Digital Pro;45678901000156;8500.0;;Roberto Lima;PAGO;DOC_0297.txt;2026-04-22 01:06:37;True;;;;;;;;;;13/04/2023;24/04/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-76247;2024-06-11;TechSoft Ltda;12345678000190;1200000.0;2024-06-30;Maria Silva;PAGO;DOC_0298.txt;2026-04-22 01:06:44;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-51288;29/08/2024;Marketing Digital Pro;45678901000156;15000.0;17/09/2024;Carlos Mendes;PAGO;DOC_0299.txt;2026-04-22 01:06:47;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-30369;20/11/2023;Marketing Digital Pro;99888777000100;8500.0;07/12/2023;Carlos Mendes;PAGO;DOC_0300.txt;2026-04-22 01:06:49;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-50410;19/04/2024;Marketing Digital Pro;99888777000100;4200.0;03/05/2024;Ana Beatriz;ESTORNADO;DOC_0301.txt;2026-04-22 01:06:57;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-29441;29/03/2023;Marketing Digital Pro;99888777000100;10000.0;09/04/2023;Maria Silva;PENDENTE;DOC_0302.txt;2026-04-22 01:07:04;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-69270;10/02/2024;DataCenter Cloud SA;23456789000112;10000.0;27/02/2024;Carlos Mendes;CANCELADO;DOC_0303.txt;2026-04-22 01:07:06;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-27133;07/04/2023;Limpeza & Facilities;56789012000178;6000.0;22/04/2023;Maria Silva;PAGO;DOC_0304.txt;2026-04-22 01:07:09;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-12857;28/11/2024;Marketing Digital Pro;45678901000156;4200.0;24/12/2024;Fernanda Costa;PAGO;DOC_0305.txt;2026-04-22 01:07:16;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-85220;10/05/2023;DataCenter Cloud SA;23456789000112;4200.0;15/05/2023;Roberto Lima;PAGO;DOC_0306.txt;2026-04-22 01:07:19;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-46042;26/01/2023;Marketing Digital Pro;45678901000156;15000.0;13/02/2023;Ana Beatriz;PAGO;DOC_0307.txt;2026-04-22 01:07:21;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-17992;01/02/2023;Marketing Digital Pro;45678901000156;8500.0;25/02/2023;Roberto Lima;ESTORNADO;DOC_0308.txt;2026-04-22 01:07:23;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-72873;20/05/2023;Consultoria RH Parceiros;34567890000134;8500.0;04/06/2023;Maria Silva;PENDENTE;DOC_0309.txt;2026-04-22 01:07:31;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-88265;31/07/2024;Marketing Digital Pro;45678901000156;15000.0;19/08/2024;Carlos Mendes;PENDENTE;DOC_0310.txt;2026-04-22 01:07:38;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-42487;26/02/2023;TechSoft Ltda;12345678000190;12000.0;27/03/2023;Carlos Mendes;PAGO;DOC_0311.txt;2026-04-22 01:07:41;True;01/03/2023;Implantação de Módulo;Banco do Brasil Ag.1234 C/C 56789-0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;FAT-31200;05/06/2024;TechSoft Ltda;12345678000190;0.0;10/06/2024;Maria Silva;PAGO;DOC_0312.txt;2026-04-22 01:07:43;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-83807;23/01/2025;DataCenter Cloud SA;23456789000112;3500.0;17/02/2025;Fernanda Costa;PAGO;DOC_0313.txt;2026-04-22 01:07:50;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-12612;29/06/2023;Marketing Digital Pro;45678901000156;4200.0;15/07/2023;Carlos Mendes;PAGO;DOC_0314.txt;2026-04-22 01:07:53;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-17806;02/12/2023;Marketing Digital Pro;45678901000156;85000.0;05/01/2024;Ana Beatriz;PENDENTE;DOC_0315.txt;2026-04-22 01:07:55;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-54113;27/02/2025;DataCenter Cloud SA;23456789000112;12000.0;07/03/2025;Ana Beatriz;PAGO;DOC_0316.txt;2026-04-22 01:08:03;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-39260;08/06/2023;Consultoria RH Parceiros;34567890000134;19500.0;05/07/2023;Carlos Mendes;PENDENTE;DOC_0317.txt;2026-04-22 01:08:05;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-84381;18/01/2024;Limpeza & Facilities;56789012000178;10000.0;02/02/2024;Carlos Mendes;CANCELADO;DOC_0318.txt;2026-04-22 01:08:13;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-41194;18/09/2024;DataCenter Cloud SA;23456789000112;4200.0;26/09/2024;Carlos Mendes;PAGO;DOC_0319.txt;2026-04-22 01:08:15;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-42707;13/10/2024;Consultoria RH Parceiros;34567890000134;12000.0;11/11/2024;Maria Silva;PAGO;DOC_0320.txt;2026-04-22 01:08:23;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-31802;20/09/2023;TechSoft Ltda;12345678000190;3500.0;16/10/2023;Roberto Lima;CANCELADO;DOC_0321.txt;2026-04-22 01:08:25;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-69151;23/12/2023;Marketing Digital Pro;45678901000156;4200.0;13/01/2024;Fernanda Costa;PAGO;DOC_0322.txt;2026-04-22 01:08:27;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-31090;19/01/2023;TechSoft Ltda;12345678000190;4200.0;01/02/2023;Ana Beatriz;CANCELADO;DOC_0323.txt;2026-04-22 01:08:35;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-30591;09/12/2023;TechSoft Ltda;12345678000190;19500.0;02/01/2024;Roberto Lima;CANCELADO;DOC_0324.txt;2026-04-22 01:08:37;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-16505;27/07/2023;TechSoft Ltda;12345678000190;10000.0;06/08/2023;Ana Beatriz;PAGO;DOC_0325.txt;2026-04-22 01:08:45;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-36171;2023-06-05;Limpeza & Facilities;56789012000178;35000.0;2023-06-09;Maria Silva;ESTORNADO;DOC_0326.txt;2026-04-22 01:08:47;False;2023-06-07;Jardinagem e Áreas Verdes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-71727;22/06/2023;TechSoft Ltda;12345678000190;4200.0;15/07/2023;Maria Silva;CANCELADO;DOC_0327.txt;2026-04-22 01:08:50;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-68428;16/10/2024;Consultoria RH Parceiros;34567890000134;6000.0;06/11/2024;Roberto Lima;PAGO;DOC_0328.txt;2026-04-22 01:08:57;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-21233;20/04/2024;Consultoria RH Parceiros;34567890000134;10000.0;30/04/2024;Maria Silva;PAGO;DOC_0329.txt;2026-04-22 01:09:00;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-85066;12/02/2025;Consultoria RH Parceiros;34567890000134;3500.0;04/03/2025;Fernanda Costa;ESTORNADO;DOC_0330.txt;2026-04-22 01:09:07;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-25765;17/03/2023;Marketing Digital Pro;45678901000156;3500.0;04/04/2023;Fernanda Costa;PAGO;DOC_0331.txt;2026-04-22 01:09:10;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-36465;20/06/2023;Marketing Digital Pro;45678901000156;600000.0;28/06/2023;Roberto Lima;CANCELADO;DOC_0332.txt;2026-04-22 01:09:12;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-82358;19/11/2023;DataCenter Cloud SA;23456789000112;4200.0;24/12/2023;Roberto Lima;CANCELADO;DOC_0333.txt;2026-04-22 01:09:19;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-84264;2023-01-08;Consultoria RH Parceiros;34567890000134;1500000.0;2023-02-08;Roberto Lima;PAGO;DOC_0334.txt;2026-04-22 01:09:22;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-60206;19/04/2023;Limpeza & Facilities;56789012000178;10000.0;08/05/2023;Ana Beatriz;PAGO;DOC_0335.txt;2026-04-22 01:09:24;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-15083;06/02/2023;Marketing Digital Pro;45678901000156;15000.0;14/02/2023;Fernanda Costa;CANCELADO;DOC_0336.txt;2026-04-22 01:09:32;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-50756;17/02/2023;Consultoria RH Parceiros;34567890000134;10000.0;16/03/2023;Maria Silva;PAGO;DOC_0337.txt;2026-04-22 01:09:34;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-34633;20/08/2023;Marketing Digital Pro;45678901000156;19500.0;27/08/2023;Ana Beatriz;PAGO;DOC_0338.txt;2026-04-22 01:09:36;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-50779;2025-01-24;DataCenter Cloud SA;23456789000112;120000.0;2025-02-13;Fernanda Costa;PAGO;DOC_0339.txt;2026-04-22 01:09:44;True;;Hospedagem Cloud;Banco do Brasil Ag.1234 C/C 56789-0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-42701;15/05/2023;Limpeza & Facilities;56789012000178;3500.0;13/06/2023;Carlos Mendes;PAGO;DOC_0340.txt;2026-04-22 01:09:51;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-93284;04/01/2024;Marketing Digital Pro;45678901000156;10000.0;28/01/2024;Roberto Lima;CANCELADO;DOC_0341.txt;2026-04-22 01:09:54;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-55121;13/01/2024;TechSoft Ltda;12345678000190;19.5;02/02/2024;Roberto Lima;PENDENTE;DOC_0342.txt;2026-04-22 01:09:56;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-94853;16/10/2023;Consultoria RH Parceiros;34567890000134;3500.0;20/10/2023;Fernanda Costa;PAGO;DOC_0343.txt;2026-04-22 01:10:04;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-88792;25/10/2024;DataCenter Cloud SA;23456789000112;3500.0;12/11/2024;Roberto Lima;PAGO;DOC_0344.txt;2026-04-22 01:10:06;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-43029;14/09/2023;TechSoft Ltda;12345678000190;10000.0;06/10/2023;Roberto Lima;ESTORNADO;DOC_0345.txt;2026-04-22 01:10:08;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-83591;20/11/2024;Marketing Digital Pro;45678901000156;15000.0;11/12/2024;Maria Silva;PENDENTE;DOC_0346.txt;2026-04-22 01:10:16;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
